pair,scorer,median_cheap_auroc,p10_cheap_auroc,p90_cheap_auroc,median_benefit_auroc,p10_benefit_auroc,p90_benefit_auroc,median_gain,p10_gain,p90_gain
gpt-4o-mini→deepseek-v3,probability_margin,0.6950718438745258,0.6802459462573506,0.711974082346671,0.7222376249962836,0.7019472299689472,0.7449104575503318,0.4547548986348461,0.3138097524996931,0.700790544872306
gpt-4o-mini→deepseek-v3,sequence_probability,0.7388824417093608,0.7239000971899318,0.753601653333867,0.7668521416188561,0.7516133262591672,0.7885465418766477,0.6501054422697314,0.4511753589557474,0.965182008129915
gpt-4o-mini→llama-3.3-70b,logreg_ensemble,0.7728692127243968,0.7576184520417649,0.7868816928824001,0.8028863440259152,0.7838507835188971,0.8178868100552527,0.317086283747329,0.27878270046519527,0.3599554053849045
gpt-4o-mini→llama-3.3-70b,mean_token_negentropy,0.7351154534412012,0.7201355524341396,0.7512451326277374,0.7592727575714612,0.7383472918604527,0.7765684181024399,0.24228061087225672,0.2054964469286305,0.28703304632062376
gpt-4o-mini→llama-3.3-70b,min_probability,0.7585013650066392,0.7425779174614308,0.7747752244490412,0.7970439959339876,0.7757705254663533,0.8125684200864207,0.3053249764804867,0.2586024356467603,0.34717971787706614
gpt-4o-mini→llama-3.3-70b,min_token_negentropy,0.7629758710787202,0.7432304414167658,0.7823537894317539,0.7961229356177693,0.774291838995739,0.8111755943962026,0.30860295784605896,0.27464757326307476,0.3496666276263982
gpt-4o-mini→llama-3.3-70b,probability_margin,0.6950718438745258,0.6802459462573506,0.711974082346671,0.7272823921078044,0.7049676885625931,0.7417243236738276,0.21400017180279426,0.1808057271713794,0.2555676042670686
gpt-4o-mini→llama-3.3-70b,sequence_probability,0.7388824417093608,0.7239000971899318,0.753601653333867,0.7771545646398573,0.7576185293167581,0.7944214419533266,0.2708002581965546,0.22570441824751883,0.30365279894732866
llama-3.1-8b→deepseek-v3,logreg_ensemble,0.8331389304979169,0.8238910852998714,0.842906956756624,0.7738986272712438,0.7610685518078923,0.7883445560584826,0.2608915793349831,0.24282102685012164,0.27314892962713827
llama-3.1-8b→deepseek-v3,mean_token_negentropy,0.8131399945976476,0.8015114308867224,0.82268128575989,0.7532561893520925,0.7387183730713968,0.7681773151798832,0.23356667042817048,0.21808232074200157,0.24887111211259047
llama-3.1-8b→deepseek-v3,min_probability,0.8157050888523275,0.8033185587178416,0.8258660134731398,0.7581147327630804,0.7451137946622521,0.7723391278875464,0.24818228054322194,0.2279081037960767,0.2623593186407298
llama-3.1-8b→deepseek-v3,min_token_negentropy,0.830003928983621,0.8218439211256537,0.8401300657286219,0.7733015053848705,0.7589753558372968,0.7869538430425668,0.26125083332142257,0.24149332666127488,0.275284582998301
llama-3.1-8b→deepseek-v3,probability_margin,0.7779653594610745,0.7639331581661469,0.7888506904370175,0.7301218199183943,0.7145965002764761,0.7443763780508849,0.21382501775161433,0.1980062582371232,0.22700566250506096
llama-3.1-8b→deepseek-v3,sequence_probability,0.8107989751901055,0.7988192585680491,0.8194554264993574,0.7556729601482052,0.7422626532906755,0.7710340375297872,0.2437929950819734,0.22347018571575752,0.25528215638068924
llama-3.1-8b→gpt-4o-mini,logreg_ensemble,0.8331389304979169,0.8238910852998714,0.842906956756624,0.7510732410017646,0.7375948406932513,0.7674769451384996,0.24680891061331833,0.23198660485988873,0.2729354752403572
llama-3.1-8b→gpt-4o-mini,mean_token_negentropy,0.8131399945976476,0.8015114308867224,0.82268128575989,0.7451248023932024,0.7259532317940534,0.7598294752669135,0.23556344136029303,0.2140828351098264,0.2610378283279371
llama-3.1-8b→gpt-4o-mini,min_probability,0.8157050888523275,0.8033185587178416,0.8258660134731398,0.7326495659132797,0.7195785070278645,0.7460151488253743,0.2343381413240216,0.21412726824611736,0.2598276692724375
llama-3.1-8b→gpt-4o-mini,min_token_negentropy,0.830003928983621,0.8218439211256537,0.8401300657286219,0.7457774599774798,0.7341751114580191,0.7608947274986685,0.240562987960912,0.22325365752543397,0.26629398278057026
llama-3.1-8b→gpt-4o-mini,probability_margin,0.7779653594610745,0.7639331581661469,0.7888506904370175,0.719603881633918,0.699111704464851,0.7349268934024235,0.21691971657654904,0.18948084833342452,0.24372931016735094
llama-3.1-8b→gpt-4o-mini,sequence_probability,0.8107989751901055,0.7988192585680491,0.8194554264993574,0.7385980088199083,0.7227603662971419,0.7557050728322378,0.23627134956807003,0.2113916378342026,0.25961067512473207
llama-3.1-8b→llama-3.3-70b,logreg_ensemble,0.8331389304979169,0.8238910852998714,0.842906956756624,0.7881230040349241,0.7746865926272755,0.7998769063018236,0.22788349346887682,0.2161682598201566,0.24428128754394823
llama-3.1-8b→llama-3.3-70b,mean_token_negentropy,0.8131399945976476,0.8015114308867224,0.82268128575989,0.7716817554089305,0.7551456510858133,0.7802273756533565,0.2197402768269835,0.20729579329235054,0.2307898230030273
llama-3.1-8b→llama-3.3-70b,min_probability,0.8157050888523275,0.8033185587178416,0.8258660134731398,0.7722372025941175,0.7617132627223535,0.7863721175401585,0.20890721897275738,0.19129672897892008,0.2280413993410445
llama-3.1-8b→llama-3.3-70b,min_token_negentropy,0.830003928983621,0.8218439211256537,0.8401300657286219,0.7851699271094348,0.7757859746289019,0.798656124824298,0.22588956881642336,0.2153464428925403,0.2430841213400021
llama-3.1-8b→llama-3.3-70b,probability_margin,0.7779653594610745,0.7639331581661469,0.7888506904370175,0.7399271844660193,0.7236238699227442,0.7513819263416494,0.19597886974810264,0.1827634286106537,0.21303234797243548
llama-3.1-8b→llama-3.3-70b,sequence_probability,0.8107989751901055,0.7988192585680491,0.8194554264993574,0.7700492844669378,0.7549360765218893,0.7806658019915255,0.2152689523098406,0.20151372994260128,0.2309924885611595
