pair,scorer,median_cheap_auroc,p10_cheap_auroc,p90_cheap_auroc,median_benefit_auroc,p10_benefit_auroc,p90_benefit_auroc,median_gain,p10_gain,p90_gain
gpt-4o-mini→gpt-4o,min_token_negentropy,0.7878170054898195,0.7713473949921723,0.8040060353465633,0.4663568572023271,0.4460413913580007,0.4819836142620784,-0.023777715063893978,-0.039009234990531924,-0.008725014949248077
gpt-4o-mini→gpt-4o,probability_margin,0.7155100624697501,0.693884994807892,0.7408035919787029,0.4904132267508336,0.4743621320055433,0.5036910219182946,-0.007177813833617743,-0.021637712920872975,0.004874220553155652
gpt-4o-mini→gpt-4o,sequence_probability,0.7546974707457179,0.7371547351868409,0.7802155900698796,0.47162657745087444,0.4553830454233693,0.489235072620626,-0.015684262791932364,-0.029120606702143188,-0.004668206522356992
llama-3.1-8b→deepseek-v3,logreg_ensemble,0.7332227138643068,0.7034028655710072,0.7636430678466077,0.42193317051713763,0.40747011885775913,0.4389228556726474,-0.05683509863337684,-0.07133005154085817,-0.03449773397953861
llama-3.1-8b→deepseek-v3,mean_token_negentropy,0.5928018331226296,0.5634955752212389,0.6286109355246524,0.48005720473099167,0.4600414975598285,0.5013924434819452,0.004568193159857171,-0.01893993642114378,0.027705785751937006
llama-3.1-8b→deepseek-v3,min_probability,0.7470501474926253,0.7225031605562579,0.7740017909818795,0.42200119906162065,0.4030304548290228,0.4336601427294147,-0.05839976723905052,-0.07763868916657454,-0.04439284361675293
llama-3.1-8b→deepseek-v3,min_token_negentropy,0.7149836704593342,0.687847661188369,0.7485066371681415,0.426612085970254,0.40228107005313846,0.44023797631763867,-0.05759444945886971,-0.08022178388066717,-0.04270152425727096
llama-3.1-8b→deepseek-v3,probability_margin,0.59375,0.5596950063211126,0.6292404129793511,0.48120604151048413,0.45970519746701494,0.5031755809493565,0.005790002762793312,-0.016485824322434065,0.028801640079865375
llama-3.1-8b→deepseek-v3,sequence_probability,0.6589364728192162,0.6296170459334175,0.6866993257479984,0.4692628774181486,0.4510748844600766,0.4865374139186,-0.0022716325063345576,-0.02625791466427443,0.015800257708306627
llama-3.1-8b→gpt-4o,logreg_ensemble,0.7332227138643068,0.7034028655710072,0.7636430678466077,0.4753965628229744,0.45703916322087024,0.49406434592628745,-0.012580990082403886,-0.02221298188374148,0.002391621902454417
llama-3.1-8b→gpt-4o,mean_token_negentropy,0.5928018331226296,0.5634955752212389,0.6286109355246524,0.506510203306755,0.48801005728525054,0.5232490113444932,0.003550601193474256,-0.00685950749692143,0.01682553531377349
llama-3.1-8b→gpt-4o,min_probability,0.7470501474926253,0.7225031605562579,0.7740017909818795,0.46862160467102354,0.45216714944882697,0.48384061001178646,-0.017467876923277177,-0.026437163046329298,-0.004342151570913283
llama-3.1-8b→gpt-4o,min_token_negentropy,0.7149836704593342,0.687847661188369,0.7485066371681415,0.4906234312601526,0.4718976027935913,0.5058163539690782,-0.00031343779412283543,-0.012038009080208786,0.012898213747675209
llama-3.1-8b→gpt-4o,probability_margin,0.59375,0.5596950063211126,0.6292404129793511,0.5057002991234141,0.48778586506137334,0.5227771812223663,0.0025898856085540076,-0.006741425311238813,0.01692486336078554
llama-3.1-8b→gpt-4o,sequence_probability,0.6589364728192162,0.6296170459334175,0.6866993257479984,0.5005808845543391,0.48087885459062757,0.5189131486113583,0.004427181185337654,-0.007960273075600603,0.017188142750980948
llama-3.1-8b→gpt-4o-mini,logreg_ensemble,0.7332227138643068,0.7034028655710072,0.7636430678466077,0.40479737272393757,0.3635271014403613,0.42560474527671505,-0.055024762031226165,-0.10149013123413884,0.015134391404948135
llama-3.1-8b→gpt-4o-mini,mean_token_negentropy,0.5928018331226296,0.5634955752212389,0.6286109355246524,0.47667373997743784,0.45363272137337013,0.5012068764944156,-0.0179583985501463,-0.048603937030222706,0.021851150798640865
llama-3.1-8b→gpt-4o-mini,min_probability,0.7470501474926253,0.7225031605562579,0.7740017909818795,0.3995153810788158,0.35953933184879533,0.42059402844734667,-0.043452946011119216,-0.08759748232888279,0.01842770546374604
llama-3.1-8b→gpt-4o-mini,min_token_negentropy,0.7149836704593342,0.687847661188369,0.7485066371681415,0.4221354763815639,0.38243216926127777,0.4485475314308839,-0.024594370355535567,-0.07770635095305496,0.04928640185978406
llama-3.1-8b→gpt-4o-mini,probability_margin,0.59375,0.5596950063211126,0.6292404129793511,0.4831112790191043,0.45597749331388154,0.5073227265264142,-0.0013748600798111227,-0.030976860115121446,0.03926479741478113
llama-3.1-8b→gpt-4o-mini,sequence_probability,0.6589364728192162,0.6296170459334175,0.6866993257479984,0.43905921621707855,0.4108289840087887,0.4593947120051308,-0.03206451226258278,-0.0762386018226469,-0.0027058866975659523
