pair,scorer,median_cheap_auroc,p10_cheap_auroc,p90_cheap_auroc,median_benefit_auroc,p10_benefit_auroc,p90_benefit_auroc,median_gain,p10_gain,p90_gain
llama-3.1-8b→gpt-4o-mini,sequence_probability,0.7498845265588916,0.7242275434544792,0.7817867995624164,0.5303653296881944,0.5079563300616847,0.550052443677712,0.011552978889811986,-0.006780166779046268,0.025501335926718004
llama-3.1-8b→llama-3.3-70b,logreg_ensemble,0.7679956241643369,0.7427567764677283,0.7925294761152304,0.49589233732702587,0.47362264089687683,0.5147854423182829,-0.03901228940848871,-0.05548478925424079,-0.02390629609270816
llama-3.1-8b→llama-3.3-70b,mean_token_negentropy,0.7551719946517563,0.7308715206028928,0.7875288683602771,0.5080817769965817,0.4877583721229755,0.5279640270039362,-0.008462098665263987,-0.023886595080880008,0.005039016477019127
llama-3.1-8b→llama-3.3-70b,min_probability,0.7386045946274462,0.7213638021149872,0.7658745593776589,0.49824498801508843,0.47534302749258367,0.5137067665434677,-0.0383129230366515,-0.05229983196421002,-0.024709275679616713
llama-3.1-8b→llama-3.3-70b,min_token_negentropy,0.7195940196912605,0.6946833596693812,0.7435079615898871,0.49948079507855436,0.47547463235247917,0.5148442111183145,-0.0385548802231684,-0.052482149452363416,-0.024050898600256932
llama-3.1-8b→llama-3.3-70b,probability_margin,0.7298043029050687,0.7087297921478061,0.7710441230096025,0.5054458102920936,0.48649131592413997,0.52611090122176,-0.008991297655138376,-0.02183123548324958,0.005999376304584184
llama-3.1-8b→llama-3.3-70b,sequence_probability,0.7498845265588916,0.7242275434544792,0.7817867995624164,0.49600697233278745,0.4781989534889719,0.5166274935872873,-0.01574928630897033,-0.029357401384453433,-0.0023545168744650525
llama-3.3-70b→deepseek-v3,logreg_ensemble,0.7613978609250505,0.7418043052264166,0.7775204381260501,0.6018997580215997,0.5885294895928416,0.6313930986930496,0.1897075618947347,0.07822042757006034,0.3851086544005601
llama-3.3-70b→deepseek-v3,mean_token_negentropy,0.7084684166862079,0.6935394897703012,0.7309948018740813,0.5880078372130064,0.561803563671229,0.6168966613685914,0.2964811064205871,0.15658785923957064,0.5220222810271894
llama-3.3-70b→deepseek-v3,min_probability,0.7545297388819139,0.7330649200016568,0.774866104234707,0.6018376019745644,0.5822377871494484,0.6295405961976723,0.17451541411919075,0.07094298328396578,0.39590650458715715
llama-3.3-70b→deepseek-v3,min_token_negentropy,0.7487191829540238,0.7335599906698494,0.7615847124973397,0.5982343407102355,0.5856488413022051,0.6305751068567479,0.1885859881574668,0.08881216074938911,0.36987430766122764
llama-3.3-70b→deepseek-v3,probability_margin,0.6935039564042071,0.6821176200855344,0.7179394270663009,0.5804101034472707,0.5548642185285892,0.6112507698146282,0.2880336065799602,0.13034310044797717,0.4869427373199703
llama-3.3-70b→deepseek-v3,sequence_probability,0.7068880683168703,0.691362353822305,0.7278222957216733,0.5847465481155258,0.5556237376615318,0.6124704412099551,0.26951802653762647,0.137886098221218,0.4686192419515578
